provider_id,denial_rate,avg_claim_amount,claim_volume,years_experience,department,cluster,risk_label
367,0.10774410774410774,4733.342441077441,594,13,Orthopedics,2,Low Risk
368,0.11795774647887323,8758.642517605635,568,27,Neurology,1,Moderate Risk
369,0.14685314685314685,9672.047115384616,572,7,Oncology,3,Very High Risk
370,0.09259259259259259,5803.540538720539,594,22,Internal Medicine,2,Low Risk
371,0.14834205933682373,9953.806265270507,573,10,Orthopedics,3,Very High Risk
372,0.14010507880910683,5575.2988441331,571,15,Internal Medicine,3,Very High Risk
373,0.11932773109243698,5331.999831932773,595,15,General Surgery,0,High Risk
374,0.14774774774774774,5372.982954954955,555,4,Emergency Medicine,3,Very High Risk
375,0.08347245409015025,5322.336193656093,599,32,Orthopedics,2,Low Risk
376,0.11129296235679215,5939.822782324059,611,23,Neurology,2,Low Risk
377,0.13333333333333333,4497.656,570,6,Oncology,3,Very High Risk
378,0.1044776119402985,4649.872593283582,536,24,Obstetrics,1,Moderate Risk
379,0.1296875,5092.72528125,640,20,General Surgery,0,High Risk
380,0.12780656303972365,4802.3147322970635,579,20,Emergency Medicine,3,Very High Risk
381,0.14359861591695502,5535.386557093426,578,12,Obstetrics,3,Very High Risk
382,0.08617594254937164,5764.661400359067,557,33,Cardiology,1,Moderate Risk
383,0.11403508771929824,7549.861368421053,570,28,General Surgery,1,Moderate Risk
384,0.1094017094017094,5558.077948717949,585,8,Oncology,0,High Risk
385,0.18050541516245489,14121.035252707581,554,1,Radiology,3,Very High Risk
386,0.14776632302405499,6096.3306013745705,582,22,Orthopedics,3,Very High Risk
387,0.13504273504273503,5575.030478632479,585,6,Internal Medicine,0,High Risk
388,0.1098546042003231,5893.455718901454,619,21,Oncology,2,Low Risk
389,0.10172413793103448,5962.847362068966,580,32,Orthopedics,1,Moderate Risk
390,0.13175675675675674,6983.460439189189,592,15,Obstetrics,0,High Risk
391,0.1347517730496454,5268.925035460993,564,5,Internal Medicine,3,Very High Risk
392,0.13211009174311927,6872.09585321101,545,6,Pediatrics,3,Very High Risk
393,0.12521440823327615,5423.035831903945,583,25,Neurology,2,Low Risk
394,0.11055276381909548,6593.229983249581,597,29,Cardiology,2,Low Risk
395,0.11745513866231648,6143.384306688417,613,7,General Surgery,0,High Risk
396,0.1373913043478261,21527.351252173914,575,13,Oncology,3,Very High Risk
397,0.13027522935779817,5373.174844036697,545,18,Cardiology,3,Very High Risk
398,0.11946050096339114,10235.839267822734,519,2,Radiology,3,Very High Risk
399,0.1416382252559727,5809.681535836177,586,8,Orthopedics,0,High Risk
400,0.12685337726523888,21915.418929159805,607,11,Orthopedics,0,High Risk
401,0.09358752166377816,7772.559740034661,577,33,Oncology,1,Moderate Risk
402,0.10310965630114566,6221.038641571195,611,27,Emergency Medicine,2,Low Risk
403,0.1254071661237785,6152.140325732899,614,20,Emergency Medicine,2,Low Risk
404,0.11726384364820847,5397.57861563518,614,12,Pediatrics,0,High Risk
405,0.09347442680776014,5655.470264550265,567,31,Neurology,1,Moderate Risk
406,0.09965635738831616,9508.864484536083,582,27,Internal Medicine,2,Low Risk
407,0.11904761904761904,4880.549890109891,546,32,Radiology,1,Moderate Risk
408,0.1402936378466558,11032.043376835236,613,10,Cardiology,0,High Risk
409,0.1353637901861252,7018.332318104906,591,3,Emergency Medicine,0,High Risk
410,0.108348134991119,7629.094937833038,563,27,Pediatrics,1,Moderate Risk
411,0.0824561403508772,5181.0441929824565,570,31,Pediatrics,1,Moderate Risk
412,0.12521739130434784,5236.821808695652,575,15,Oncology,3,Very High Risk
413,0.11552346570397112,8958.336516245487,554,16,Radiology,1,Moderate Risk
414,0.14285714285714285,7543.866235294118,595,13,Obstetrics,0,High Risk
415,0.1440536013400335,7075.129078726967,597,11,Internal Medicine,0,High Risk
416,0.12104283054003724,16094.471061452516,537,21,Neurology,1,Moderate Risk
417,0.14337568058076225,8166.287350272232,551,11,General Surgery,3,Very High Risk
418,0.09830508474576272,9373.429084745763,590,30,Oncology,2,Low Risk
419,0.11151736745886655,5763.6428519195615,547,22,Internal Medicine,1,Moderate Risk
420,0.07944732297063903,7962.19573402418,579,31,General Surgery,1,Moderate Risk
421,0.12032520325203253,4893.637219512196,615,14,General Surgery,0,High Risk
422,0.09983079526226735,6053.959746192893,591,24,Radiology,2,Low Risk
423,0.08455284552845528,6197.377609756098,615,32,Radiology,2,Low Risk
424,0.10227272727272728,5689.486152597403,616,32,Cardiology,2,Low Risk
425,0.12417218543046357,5376.946473509934,604,15,Pediatrics,0,High Risk
426,0.15993265993265993,4795.827878787879,594,3,Internal Medicine,0,High Risk
427,0.12335526315789473,5728.326332236842,608,16,Oncology,0,High Risk
428,0.12588652482269502,5596.157695035461,564,5,Orthopedics,3,Very High Risk
429,0.1054481546572935,5002.121335676626,569,21,Oncology,1,Moderate Risk
430,0.12395309882747069,7502.82931323283,597,10,Cardiology,0,High Risk
431,0.12141652613827993,4794.867234401349,593,19,Neurology,2,Low Risk
432,0.1125,4756.884160714286,560,25,Pediatrics,1,Moderate Risk
433,0.13682432432432431,6252.035168918918,592,4,Orthopedics,0,High Risk
434,0.11954459203036052,14583.405540796963,527,29,Emergency Medicine,1,Moderate Risk
435,0.11784511784511785,7575.5810774410775,594,19,Neurology,2,Low Risk
436,0.11243611584327087,6716.278790459965,587,2,Radiology,0,High Risk
437,0.12478920741989882,7841.006812816189,593,10,General Surgery,0,High Risk
438,0.12713178294573643,5620.010806201551,645,25,Emergency Medicine,2,Low Risk
439,0.13787085514834205,7679.853141361256,573,20,Oncology,3,Very High Risk
440,0.12317666126418152,5338.22713128039,617,19,Oncology,2,Low Risk
441,0.10413223140495868,4972.829669421488,605,23,Radiology,2,Low Risk
442,0.14669051878354203,5583.944025044722,559,24,Cardiology,3,Very High Risk
443,0.1456,5853.697488000001,625,11,Internal Medicine,0,High Risk
444,0.10915492957746478,4660.624788732394,568,34,Emergency Medicine,1,Moderate Risk
445,0.09925093632958802,4510.58765917603,534,28,Emergency Medicine,1,Moderate Risk
446,0.15232974910394265,7047.145788530466,558,5,Obstetrics,3,Very High Risk
447,0.15198618307426598,5098.151191709844,579,5,Neurology,3,Very High Risk
448,0.11743119266055047,5690.490165137615,545,21,Pediatrics,1,Moderate Risk
449,0.1289198606271777,6334.897473867596,574,12,Neurology,3,Very High Risk
450,0.14334470989761092,5872.449692832764,586,4,Internal Medicine,0,High Risk
451,0.14897260273972604,6871.462500000001,584,20,Oncology,3,Very High Risk
452,0.13464696223316913,4793.021050903119,609,25,Oncology,2,Low Risk
453,0.11900826446280992,6748.6160826446285,605,14,Oncology,0,High Risk
454,0.1306532663316583,8714.826013400334,597,11,Obstetrics,0,High Risk
455,0.11222780569514237,5440.153165829146,597,32,Oncology,2,Low Risk
456,0.12586206896551724,4942.064637931034,580,11,Internal Medicine,3,Very High Risk
457,0.10234899328859061,5914.305755033557,596,18,Radiology,2,Low Risk
458,0.10774410774410774,5779.853754208754,594,27,Pediatrics,2,Low Risk
459,0.1169811320754717,5312.989132075471,530,18,Internal Medicine,1,Moderate Risk
460,0.10507246376811594,5296.719239130435,552,23,Pediatrics,1,Moderate Risk
461,0.1413237924865832,4949.662361359571,559,11,Internal Medicine,3,Very High Risk
462,0.12459546925566344,4585.0594012944985,618,21,Oncology,2,Low Risk
463,0.1400709219858156,5740.599166666667,564,5,Radiology,3,Very High Risk
464,0.1245674740484429,5473.13669550173,578,23,Emergency Medicine,1,Moderate Risk
465,0.12365591397849462,5302.595896057347,558,25,Neurology,1,Moderate Risk
466,0.15302491103202848,5199.8880604982205,562,10,General Surgery,3,Very High Risk
467,0.10350584307178631,4957.9148414023375,599,22,Radiology,2,Low Risk
468,0.11036789297658862,5534.033143812709,598,19,Emergency Medicine,2,Low Risk
469,0.13781512605042018,4143.495680672269,595,1,Cardiology,0,High Risk
470,0.15034965034965034,13336.617132867133,572,7,Internal Medicine,3,Very High Risk
471,0.1507293354943274,7275.02354943274,617,4,Cardiology,0,High Risk
472,0.13961605584642234,5029.95809773124,573,1,Emergency Medicine,3,Very High Risk
473,0.14862385321100918,4970.139247706422,545,15,Radiology,3,Very High Risk
474,0.1267361111111111,5314.533263888889,576,12,Internal Medicine,3,Very High Risk
475,0.09983079526226735,5708.052571912013,591,22,General Surgery,2,Low Risk
476,0.12104283054003724,5613.946182495345,537,22,Oncology,1,Moderate Risk
477,0.12244897959183673,5119.495023547881,637,17,Internal Medicine,0,High Risk
478,0.09333333333333334,5258.2314166666665,600,29,Internal Medicine,2,Low Risk
479,0.13787085514834205,5096.07595113438,573,14,Radiology,3,Very High Risk
480,0.12014134275618374,8347.393992932863,566,20,Radiology,1,Moderate Risk
481,0.09688581314878893,5289.41946366782,578,33,Emergency Medicine,1,Moderate Risk
482,0.14563106796116504,12562.446262135922,618,15,Orthopedics,0,High Risk
483,0.11010830324909747,5976.799963898918,554,12,Internal Medicine,1,Moderate Risk
484,0.10801393728222997,5273.22137630662,574,20,Neurology,1,Moderate Risk
485,0.12798634812286688,4995.539880546075,586,30,Internal Medicine,2,Low Risk
486,0.13658536585365855,5457.005056910569,615,3,Emergency Medicine,0,High Risk
487,0.10252100840336134,7039.1195630252105,595,28,Pediatrics,2,Low Risk
488,0.07958477508650519,7358.839965397924,578,26,Cardiology,1,Moderate Risk
489,0.12413793103448276,5165.363448275862,580,30,Oncology,1,Moderate Risk
490,0.14638447971781304,6633.631622574956,567,13,Orthopedics,3,Very High Risk
491,0.10362694300518134,6141.143799654577,579,13,General Surgery,1,Moderate Risk
492,0.1282051282051282,5332.199435897436,585,2,General Surgery,0,High Risk
493,0.13693693693693693,12041.3718018018,555,2,General Surgery,3,Very High Risk
494,0.11682242990654206,11498.823302180685,642,26,Radiology,2,Low Risk
495,0.13937282229965156,5606.243867595819,574,11,General Surgery,3,Very High Risk
496,0.13988657844990549,8297.73436672968,529,8,Oncology,3,Very High Risk
497,0.08803986710963455,5923.21084717608,602,22,Cardiology,2,Low Risk
498,0.1391465677179963,15186.726066790354,539,20,General Surgery,3,Very High Risk
499,0.13893967093235832,6413.697806215722,547,8,Internal Medicine,3,Very High Risk
500,0.10177705977382875,4930.402035541195,619,29,Internal Medicine,2,Low Risk
501,0.10598290598290598,4497.692358974358,585,26,Radiology,2,Low Risk
502,0.09443507588532883,5505.775160202361,593,30,Oncology,2,Low Risk
503,0.10683012259194395,6739.874973730298,571,17,Cardiology,1,Moderate Risk
504,0.12824956672443674,9142.844800693241,577,20,Orthopedics,3,Very High Risk
505,0.13612565445026178,10126.193385689354,573,16,Emergency Medicine,3,Very High Risk
506,0.09169550173010381,4781.421955017301,578,7,Cardiology,1,Moderate Risk
507,0.12521440823327615,5810.027993138936,583,16,Emergency Medicine,0,High Risk
508,0.11627906976744186,5998.563687707641,602,27,Pediatrics,2,Low Risk
509,0.1371527777777778,7178.164548611111,576,23,Emergency Medicine,3,Very High Risk
510,0.0965391621129326,4946.254790528233,549,24,Neurology,1,Moderate Risk
511,0.15181518151815182,9514.493828382838,606,9,Internal Medicine,0,High Risk
512,0.09515260323159784,4725.929587073609,557,20,Oncology,1,Moderate Risk
513,0.13400335008375208,5613.886147403685,597,17,Obstetrics,0,High Risk
514,0.12714776632302405,5844.128745704467,582,31,Radiology,2,Low Risk
515,0.1338709677419355,4498.199725806452,620,8,Neurology,0,High Risk
516,0.13509060955518945,11276.63410214168,607,15,Emergency Medicine,0,High Risk
517,0.11831442463533225,6557.000891410049,617,31,General Surgery,2,Low Risk
518,0.12048192771084337,5346.544388984509,581,30,Oncology,1,Moderate Risk
519,0.10197368421052631,9850.320032894737,608,20,Neurology,2,Low Risk
520,0.13394495412844037,13975.597614678898,545,12,Radiology,3,Very High Risk
521,0.14429530201342283,5090.897802013423,596,17,Internal Medicine,0,High Risk
522,0.10086956521739131,5117.634034782608,575,30,Oncology,1,Moderate Risk
523,0.12612612612612611,5909.100684684685,555,29,Radiology,1,Moderate Risk
524,0.13573883161512026,6797.065378006872,582,19,Pediatrics,3,Very High Risk
525,0.12277580071174377,6059.792758007118,562,11,Pediatrics,3,Very High Risk
526,0.1009009009009009,5832.478684684685,555,34,Radiology,1,Moderate Risk
527,0.1438474870017331,10288.631247833622,577,7,Neurology,3,Very High Risk
528,0.11980033277870217,5463.230532445923,601,34,Oncology,2,Low Risk
529,0.10430463576158941,5280.942317880795,604,20,Neurology,2,Low Risk
530,0.10551948051948051,4953.78538961039,616,24,Orthopedics,2,Low Risk
531,0.13774597495527727,5281.15259391771,559,10,Emergency Medicine,3,Very High Risk
532,0.11433447098976109,4785.526979522185,586,32,Orthopedics,2,Low Risk
533,0.14802631578947367,6124.957253289474,608,15,Pediatrics,0,High Risk
534,0.12603648424543948,6026.446915422886,603,20,Internal Medicine,2,Low Risk
535,0.14513274336283186,5203.757327433628,565,3,Cardiology,3,Very High Risk
536,0.1254125412541254,5385.313712871287,606,8,Emergency Medicine,0,High Risk
537,0.10465116279069768,5098.457043189369,602,23,Pediatrics,2,Low Risk
538,0.13277310924369748,5461.900672268907,595,11,Neurology,0,High Risk
539,0.13356164383561644,5371.600256849315,584,8,Neurology,0,High Risk
540,0.1040268456375839,6255.529345637584,596,29,Neurology,2,Low Risk
541,0.10472972972972973,6540.112837837837,592,30,Internal Medicine,2,Low Risk
542,0.12748344370860928,5225.2634271523175,604,10,Orthopedics,0,High Risk
543,0.10405643738977072,10375.73275132275,567,28,Cardiology,1,Moderate Risk
544,0.11169284467713787,5088.4079930191965,573,13,Neurology,1,Moderate Risk
545,0.10420168067226891,4933.811327731093,595,32,Obstetrics,2,Low Risk
546,0.10252100840336134,6909.508605042017,595,26,Emergency Medicine,2,Low Risk
547,0.09417808219178082,6128.513886986301,584,22,Oncology,2,Low Risk
548,0.12414965986394558,5684.389319727891,588,4,Obstetrics,0,High Risk
549,0.08586762075134168,6374.13067978533,559,31,Cardiology,1,Moderate Risk
550,0.11734693877551021,4812.308571428572,588,18,Internal Medicine,2,Low Risk
551,0.09833024118738404,5266.309981447124,539,24,Cardiology,1,Moderate Risk
552,0.11775043936731107,4025.9694903339196,569,23,Oncology,1,Moderate Risk
553,0.11414790996784566,7477.234324758842,622,22,Emergency Medicine,2,Low Risk
554,0.15151515151515152,4699.596555023923,627,2,Oncology,0,High Risk
555,0.10294117647058823,6021.167444852941,544,31,Radiology,1,Moderate Risk
556,0.12798634812286688,4830.79614334471,586,11,Emergency Medicine,0,High Risk
557,0.11596638655462185,6459.740084033614,595,28,Cardiology,2,Low Risk
558,0.11172161172161173,5360.73326007326,546,32,Neurology,1,Moderate Risk
559,0.1414790996784566,5969.9934405144695,622,5,Cardiology,0,High Risk
560,0.12792792792792793,7125.567981981982,555,10,Cardiology,3,Very High Risk
561,0.13013698630136986,9279.727705479452,584,24,Emergency Medicine,2,Low Risk
562,0.1438721136767318,4580.991225577265,563,23,Radiology,3,Very High Risk
563,0.11490125673249552,14440.494416517056,557,17,Cardiology,1,Moderate Risk
564,0.14480408858603067,4982.014429301534,587,1,Obstetrics,0,High Risk
565,0.10467289719626169,8631.887345794394,535,31,Pediatrics,1,Moderate Risk
566,0.09671532846715329,10792.176295620438,548,31,General Surgery,1,Moderate Risk
567,0.10912052117263844,7189.842899022801,614,34,General Surgery,2,Low Risk
568,0.11130742049469965,5530.216501766785,566,9,Cardiology,3,Very High Risk
569,0.12,7649.432742857142,525,22,Obstetrics,1,Moderate Risk
570,0.1310592459605027,6079.675350089767,557,13,Neurology,3,Very High Risk
571,0.11582381729200653,5365.469510603589,613,25,Internal Medicine,2,Low Risk
572,0.12177121771217712,5303.778856088561,542,18,Internal Medicine,1,Moderate Risk
573,0.12871287128712872,5171.920099009901,606,12,Emergency Medicine,0,High Risk
574,0.13848920863309352,5679.900071942446,556,17,General Surgery,3,Very High Risk
575,0.12436115843270869,6405.8341396933565,587,15,Cardiology,0,High Risk
576,0.132996632996633,7677.683703703704,594,15,Internal Medicine,0,High Risk
577,0.12521739130434784,5083.143634782608,575,15,Cardiology,3,Very High Risk
578,0.13026819923371646,6348.70377394636,522,13,Emergency Medicine,3,Very High Risk
579,0.1234991423670669,7803.4096054888505,583,17,General Surgery,0,High Risk
580,0.08900523560209424,5260.857888307155,573,32,Oncology,1,Moderate Risk
581,0.12430426716141002,6419.502393320965,539,9,Pediatrics,3,Very High Risk
582,0.10983606557377049,12545.924442622949,610,20,Pediatrics,2,Low Risk
583,0.09424083769633508,5636.976143106457,573,26,Internal Medicine,1,Moderate Risk
584,0.11591695501730104,5483.333996539792,578,27,Pediatrics,1,Moderate Risk
585,0.11813643926788686,6220.824292845257,601,21,Oncology,2,Low Risk
586,0.13011152416356878,4404.322602230483,538,18,Cardiology,3,Very High Risk
587,0.12690355329949238,5266.8916751269035,591,13,Emergency Medicine,0,High Risk
588,0.11284722222222222,7947.870468749999,576,16,Oncology,1,Moderate Risk
589,0.11235955056179775,8428.407158908507,623,9,Emergency Medicine,0,High Risk
590,0.1343804537521815,4902.042251308901,573,12,Emergency Medicine,3,Very High Risk
591,0.10664335664335664,4769.531993006993,572,19,General Surgery,1,Moderate Risk
592,0.12477064220183487,10186.768220183487,545,7,Cardiology,3,Very High Risk
593,0.1423611111111111,5157.541059027778,576,18,Obstetrics,3,Very High Risk
594,0.12369337979094076,5013.052456445993,574,16,Pediatrics,3,Very High Risk
595,0.14020270270270271,8976.003851351352,592,4,Obstetrics,0,High Risk
596,0.11690647482014388,4697.643669064748,556,25,General Surgery,1,Moderate Risk
597,0.1065989847715736,8228.347140439933,591,32,Emergency Medicine,2,Low Risk
598,0.1128747795414462,8195.78811287478,567,13,Internal Medicine,1,Moderate Risk
599,0.1054421768707483,5692.387704081633,588,17,Pediatrics,2,Low Risk
600,0.12146422628951747,7596.615257903495,601,6,Pediatrics,0,High Risk
601,0.10050251256281408,5325.092010050252,597,19,Cardiology,2,Low Risk
602,0.1285475792988314,6321.228297161937,599,13,Radiology,0,High Risk
603,0.09914529914529914,7216.341846153845,585,26,Orthopedics,2,Low Risk
604,0.13902053712480253,5067.42654028436,633,14,Orthopedics,0,High Risk
605,0.11015490533562823,5030.8950774526675,581,31,Orthopedics,1,Moderate Risk
606,0.13134851138353765,5522.28401050788,571,4,Radiology,3,Very High Risk
607,0.12457337883959044,6181.038310580205,586,8,Cardiology,0,High Risk
608,0.10603588907014681,4358.980864600327,613,25,Radiology,2,Low Risk
609,0.12186978297161936,7049.511702838063,599,13,Orthopedics,0,High Risk
610,0.1024793388429752,10432.189570247934,605,32,General Surgery,2,Low Risk
611,0.115,6251.747433333333,600,28,Oncology,2,Low Risk
612,0.13490725126475547,9470.105801011805,593,30,Emergency Medicine,2,Low Risk
613,0.15917602996254682,5035.708108614232,534,3,Radiology,3,Very High Risk
614,0.12457912457912458,10792.79627946128,594,28,Cardiology,2,Low Risk
615,0.1206581352833638,5180.065776965265,547,3,Cardiology,3,Very High Risk
616,0.10213414634146341,5428.010091463415,656,34,Obstetrics,2,Low Risk
617,0.118491921005386,5544.936409335727,557,16,Oncology,1,Moderate Risk
618,0.12887438825448613,8719.63818923328,613,22,Internal Medicine,2,Low Risk
619,0.08849557522123894,8292.137150442479,565,32,Pediatrics,1,Moderate Risk
620,0.14361702127659576,5286.365673758865,564,8,Orthopedics,3,Very High Risk
621,0.10945273631840796,4796.890182421227,603,8,Internal Medicine,0,High Risk
622,0.14130434782608695,5357.539057971015,552,6,Obstetrics,3,Very High Risk
623,0.12802768166089964,6022.783148788928,578,14,Orthopedics,3,Very High Risk
624,0.10829103214890017,5863.913468697123,591,32,Oncology,2,Low Risk
625,0.11973018549747048,5679.811163575042,593,10,Obstetrics,0,High Risk
626,0.1381692573402418,5590.697461139896,579,3,Orthopedics,3,Very High Risk
627,0.0991869918699187,6072.476634146341,615,12,Oncology,2,Low Risk
628,0.11092150170648464,4936.427252559727,586,31,Neurology,2,Low Risk
629,0.1082024432809773,7367.321553228621,573,29,Internal Medicine,1,Moderate Risk
630,0.16260162601626016,5320.069853658537,615,5,Internal Medicine,0,High Risk
631,0.12389380530973451,5031.805309734514,565,25,Pediatrics,1,Moderate Risk
632,0.11147540983606558,5226.197524590163,610,31,Oncology,2,Low Risk
633,0.13157894736842105,6322.12649122807,570,21,Radiology,3,Very High Risk
634,0.12173913043478261,5046.285930434783,575,20,Neurology,1,Moderate Risk
635,0.12435233160621761,9189.050846286702,579,22,General Surgery,1,Moderate Risk
636,0.13582342954159593,5723.812393887945,589,4,Orthopedics,0,High Risk
637,0.1381692573402418,10706.779464594127,579,13,Neurology,3,Very High Risk
638,0.11967213114754098,5386.680262295082,610,20,Oncology,2,Low Risk
639,0.12563667232597622,5404.41648556876,589,13,Emergency Medicine,0,High Risk
640,0.10586319218241043,4600.443973941368,614,17,Orthopedics,2,Low Risk
641,0.08888888888888889,5539.267367521368,585,33,Cardiology,2,Low Risk
642,0.17206132879045996,5331.099420783646,587,1,Internal Medicine,3,Very High Risk
643,0.11713286713286714,8763.424632867132,572,15,Oncology,1,Moderate Risk
644,0.11130434782608696,8245.422904347826,575,13,Cardiology,1,Moderate Risk
645,0.12839059674502712,5352.493688969259,553,17,Pediatrics,3,Very High Risk
646,0.1125703564727955,6534.566960600375,533,24,Obstetrics,1,Moderate Risk
647,0.11952861952861953,6255.23771043771,594,8,General Surgery,0,High Risk
648,0.10738255033557047,5456.129815436242,596,27,General Surgery,2,Low Risk
649,0.12105263157894737,5657.283877192983,570,23,Cardiology,1,Moderate Risk
650,0.1529790660225443,5665.822495974235,621,8,Internal Medicine,0,High Risk
651,0.131175468483816,4590.501328790459,587,8,Pediatrics,0,High Risk
652,0.0975177304964539,6951.685815602837,564,26,Emergency Medicine,1,Moderate Risk
653,0.12609457092819615,4866.478844133099,571,13,Internal Medicine,3,Very High Risk
654,0.1147011308562197,7424.14775444265,619,28,Neurology,2,Low Risk
655,0.11130742049469965,6213.956625441696,566,25,General Surgery,1,Moderate Risk
656,0.13464696223316913,12970.733037766831,609,16,Neurology,0,High Risk
657,0.1743119266055046,4721.161522935779,545,2,Orthopedics,3,Very High Risk
658,0.11026615969581749,11167.24302281369,526,18,Radiology,1,Moderate Risk
659,0.12100840336134454,5528.118386554622,595,17,Oncology,0,High Risk
660,0.11164274322169059,7062.388181818182,627,30,Pediatrics,2,Low Risk
661,0.09726962457337884,5925.655989761092,586,13,Internal Medicine,2,Low Risk
662,0.10714285714285714,5708.159795918367,588,32,General Surgery,2,Low Risk
663,0.1,8052.405644067797,590,29,Neurology,2,Low Risk
664,0.10442477876106195,6073.258601769911,565,30,Obstetrics,1,Moderate Risk
665,0.12953367875647667,5320.668497409327,579,18,Orthopedics,3,Very High Risk
666,0.14597315436241612,6328.500067114094,596,13,Oncology,0,High Risk
667,0.09405940594059406,10431.876551155116,606,21,Oncology,2,Low Risk
668,0.11069418386491557,4825.3900375234525,533,30,Internal Medicine,1,Moderate Risk
669,0.1233974358974359,5811.056378205129,624,21,Pediatrics,2,Low Risk
670,0.1184,5748.320912,625,17,Emergency Medicine,2,Low Risk
671,0.13833333333333334,5167.863700000001,600,19,Obstetrics,0,High Risk
672,0.11524163568773234,5885.477397769517,538,15,Internal Medicine,1,Moderate Risk
673,0.11367673179396093,5176.972735346359,563,9,Neurology,3,Very High Risk
674,0.11879432624113476,4982.7877482269505,564,10,Radiology,3,Very High Risk
675,0.0913978494623656,5969.822473118279,558,31,Cardiology,1,Moderate Risk
676,0.09208103130755065,5211.037624309392,543,23,Emergency Medicine,1,Moderate Risk
677,0.09310344827586207,5482.249758620689,580,30,Pediatrics,1,Moderate Risk
678,0.11375212224108659,10252.431001697794,589,33,Orthopedics,2,Low Risk
679,0.11398963730569948,6908.286200345423,579,9,Emergency Medicine,0,High Risk
680,0.13167259786476868,5363.862206405694,562,1,General Surgery,3,Very High Risk
681,0.131175468483816,5970.9419591141395,587,11,Pediatrics,0,High Risk
682,0.10112359550561797,18032.80584269663,534,34,Radiology,1,Moderate Risk
683,0.12975778546712802,5633.271937716263,578,16,General Surgery,3,Very High Risk
684,0.15187713310580206,5928.631825938566,586,9,Emergency Medicine,3,Very High Risk
685,0.10264900662251655,5021.424470198675,604,32,Cardiology,2,Low Risk
686,0.15171288743882544,7894.908955954322,613,15,Cardiology,0,High Risk
687,0.1310592459605027,5920.187163375224,557,12,Radiology,3,Very High Risk
688,0.10378912685337727,6149.017578253706,607,33,Oncology,2,Low Risk
689,0.12389380530973451,5632.80014159292,565,14,Obstetrics,3,Very High Risk
690,0.15711947626841244,12370.071669394436,611,8,Orthopedics,0,High Risk
691,0.13136288998357964,9258.753054187193,609,8,Oncology,0,High Risk
692,0.08813559322033898,5587.365796610169,590,27,Cardiology,2,Low Risk
693,0.1273031825795645,5092.571608040201,597,12,Cardiology,0,High Risk
694,0.1232876712328767,5698.33183219178,584,1,Neurology,0,High Risk
695,0.14686468646864687,6348.685726072607,606,11,General Surgery,0,High Risk
696,0.09532062391681109,5070.127694974004,577,31,Emergency Medicine,1,Moderate Risk
697,0.10726072607260725,10311.038415841585,606,17,Orthopedics,2,Low Risk
698,0.09866220735785954,4603.966471571906,598,33,Radiology,2,Low Risk
699,0.09363957597173145,4450.951201413427,566,32,Emergency Medicine,1,Moderate Risk
700,0.10367892976588629,9833.687173913044,598,29,Neurology,2,Low Risk
701,0.11784511784511785,5478.768636363636,594,21,Cardiology,2,Low Risk
702,0.12152777777777778,5791.727951388889,576,21,Radiology,1,Moderate Risk
703,0.09760589318600368,8803.47399631676,543,23,Cardiology,1,Moderate Risk
704,0.15100671140939598,18946.22140939597,596,6,Orthopedics,0,High Risk
705,0.11414790996784566,5379.983762057877,622,22,General Surgery,2,Low Risk
706,0.132569558101473,5211.165024549919,611,8,Emergency Medicine,0,High Risk
707,0.1264957264957265,6085.71011965812,585,11,Emergency Medicine,0,High Risk
708,0.12086092715231789,6475.232168874172,604,24,Oncology,2,Low Risk
709,0.12006578947368421,5665.338980263158,608,21,Radiology,2,Low Risk
710,0.15993265993265993,5396.975740740741,594,2,Obstetrics,0,High Risk
711,0.13604240282685512,5425.580494699647,566,19,Neurology,3,Very High Risk
712,0.11245674740484429,4868.1654325259515,578,28,Obstetrics,1,Moderate Risk
713,0.12581699346405228,7102.849885620915,612,17,Oncology,0,High Risk
714,0.16145833333333334,4768.3282291666665,576,6,Orthopedics,3,Very High Risk
715,0.14782608695652175,6398.190034782609,575,19,Neurology,3,Very High Risk
716,0.08862876254180602,6673.31906354515,598,28,General Surgery,2,Low Risk
717,0.1592920353982301,4691.2631150442485,565,2,Obstetrics,3,Very High Risk
718,0.12520868113522537,5471.203639398998,599,4,General Surgery,0,High Risk
719,0.09849749582637729,5568.014824707846,599,22,Obstetrics,2,Low Risk
720,0.11371237458193979,5586.901036789297,598,26,General Surgery,2,Low Risk
721,0.12267657992565056,5230.947434944238,538,13,Obstetrics,3,Very High Risk
722,0.10819672131147541,8521.08086885246,610,32,General Surgery,2,Low Risk
723,0.13126079447322972,6233.53816925734,579,17,Oncology,3,Very High Risk
724,0.12962962962962962,9952.1314983165,594,19,Pediatrics,0,High Risk
725,0.09849749582637729,5906.364156928214,599,28,Neurology,2,Low Risk
726,0.18530884808013356,8257.058247078463,599,1,Radiology,0,High Risk
727,0.11917098445595854,5827.502521588946,579,18,Orthopedics,1,Moderate Risk
728,0.09342560553633218,4413.162179930796,578,33,Internal Medicine,1,Moderate Risk
729,0.1261101243339254,4968.306802841918,563,12,Cardiology,3,Very High Risk
730,0.13166666666666665,8221.0317,600,8,Radiology,0,High Risk
731,0.10067114093959731,4840.5290100671145,596,24,Cardiology,2,Low Risk
732,0.12908777969018934,5355.822960413081,581,16,Neurology,3,Very High Risk
733,0.1456140350877193,5803.327719298245,570,4,Radiology,3,Very High Risk
734,0.11209964412811388,5639.984056939502,562,27,General Surgery,1,Moderate Risk
